,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
8127,male,74,195.0,97.0,8.0,94.0,39.5,53.0
8128,female,46,162.0,59.0,20.0,99.0,40.4,114.0
8129,female,20,165.0,65.0,7.0,83.0,39.3,24.0
8130,female,27,133.0,38.0,4.0,86.0,39.1,17.0
8131,male,39,188.0,90.0,26.0,117.0,41.0,216.0
8132,male,21,169.0,69.0,25.0,102.0,40.5,118.0
8133,female,27,156.0,52.0,7.0,85.0,39.2,28.0
8134,female,38,159.0,61.0,7.0,87.0,39.5,30.0
8135,male,43,176.0,76.0,14.0,88.0,40.2,53.0
8136,female,20,165.0,64.0,21.0,107.0,40.7,127.0
8137,male,25,180.0,84.0,17.0,96.0,40.1,74.0
8138,female,34,164.0,60.0,6.0,81.0,39.0,21.0
8139,male,50,200.0,100.0,20.0,94.0,40.8,112.0
8140,male,35,192.0,92.0,2.0,82.0,38.5,6.0
8141,male,21,184.0,86.0,30.0,106.0,40.7,171.0
8142,female,44,164.0,63.0,24.0,105.0,40.7,150.0
8143,female,36,184.0,73.0,23.0,107.0,40.8,142.0
8144,male,71,181.0,88.0,22.0,107.0,40.5,182.0
8145,female,42,161.0,57.0,6.0,81.0,39.4,22.0
8146,male,32,179.0,81.0,26.0,97.0,40.5,123.0
8147,female,54,175.0,74.0,14.0,96.0,39.6,75.0
8148,male,52,185.0,88.0,15.0,93.0,40.1,79.0
8149,female,21,161.0,60.0,3.0,85.0,38.6,11.0
8150,male,49,172.0,75.0,14.0,100.0,40.0,82.0
8151,male,20,176.0,81.0,14.0,92.0,40.2,48.0
8152,female,76,151.0,58.0,5.0,88.0,39.2,25.0
8153,female,63,158.0,58.0,28.0,107.0,40.7,193.0
8154,female,43,175.0,73.0,5.0,83.0,39.2,19.0
8155,female,75,165.0,68.0,17.0,97.0,40.7,100.0
8156,male,53,173.0,75.0,18.0,93.0,40.5,91.0
8157,male,43,194.0,98.0,27.0,104.0,41.0,181.0
8158,male,20,192.0,94.0,20.0,103.0,40.6,107.0
8159,female,56,167.0,61.0,4.0,83.0,38.7,17.0
8160,female,47,167.0,63.0,21.0,101.0,40.6,124.0
8161,female,73,177.0,73.0,16.0,91.0,40.0,82.0
8162,female,56,179.0,75.0,15.0,90.0,40.3,71.0
8163,male,71,201.0,102.0,19.0,99.0,40.3,140.0
8164,male,55,191.0,89.0,9.0,91.0,39.6,46.0
8165,male,53,194.0,97.0,19.0,105.0,40.3,139.0
8166,male,69,194.0,92.0,22.0,107.0,40.5,182.0
8167,female,49,163.0,62.0,30.0,100.0,41.2,175.0
8168,female,22,174.0,66.0,11.0,89.0,40.2,45.0
8169,female,23,167.0,64.0,20.0,96.0,40.3,98.0
8170,female,53,179.0,78.0,6.0,89.0,39.5,27.0
8171,male,49,201.0,105.0,21.0,102.0,40.7,144.0
8172,male,46,187.0,83.0,19.0,100.0,40.5,112.0
8173,male,24,180.0,83.0,10.0,89.0,40.0,32.0
8174,female,53,182.0,75.0,19.0,102.0,40.3,113.0
8175,female,48,181.0,72.0,6.0,89.0,39.4,27.0
8176,male,45,182.0,88.0,14.0,95.0,39.8,73.0
8177,female,29,152.0,53.0,7.0,87.0,38.9,29.0
8178,female,48,151.0,48.0,21.0,105.0,40.6,137.0
8179,female,68,158.0,59.0,4.0,91.0,38.9,21.0
8180,female,25,156.0,49.0,21.0,98.0,40.3,113.0
8181,female,34,165.0,66.0,26.0,115.0,40.8,185.0
8182,male,46,194.0,88.0,1.0,80.0,37.6,3.0
8183,male,29,174.0,76.0,25.0,97.0,40.5,112.0
8184,female,37,157.0,55.0,19.0,100.0,40.7,109.0
8185,male,48,188.0,86.0,11.0,91.0,39.6,52.0
8186,male,36,187.0,92.0,12.0,86.0,40.0,42.0
8187,female,54,166.0,68.0,12.0,94.0,40.1,62.0
8188,male,28,200.0,106.0,6.0,94.0,39.5,28.0
8189,male,40,209.0,116.0,4.0,86.0,39.1,17.0
8190,female,31,175.0,73.0,10.0,87.0,39.3,40.0
8191,male,29,196.0,92.0,20.0,92.0,40.6,82.0
8192,female,76,153.0,55.0,14.0,93.0,40.0,79.0
8193,female,31,170.0,64.0,26.0,98.0,40.6,137.0
8194,female,21,174.0,63.0,1.0,84.0,38.0,4.0
8195,male,32,179.0,78.0,12.0,88.0,39.7,40.0
8196,male,25,196.0,102.0,14.0,87.0,39.9,47.0
8197,female,71,153.0,56.0,11.0,94.0,40.0,62.0
8198,female,68,159.0,59.0,5.0,87.0,39.4,24.0
8199,male,59,178.0,83.0,5.0,90.0,39.2,25.0
8200,male,46,187.0,89.0,29.0,105.0,40.8,197.0
8201,female,23,161.0,56.0,7.0,85.0,39.7,27.0
8202,male,25,197.0,99.0,12.0,92.0,39.8,49.0
8203,female,38,168.0,66.0,2.0,78.0,38.5,6.0
8204,male,24,189.0,97.0,18.0,99.0,40.5,90.0
8205,female,67,163.0,67.0,15.0,99.0,40.4,90.0
8206,female,20,173.0,69.0,1.0,84.0,37.9,4.0
8207,female,53,151.0,49.0,27.0,105.0,41.0,179.0
8208,female,54,159.0,65.0,22.0,102.0,40.6,134.0
8209,female,54,169.0,62.0,22.0,103.0,40.5,137.0
8210,female,50,160.0,60.0,14.0,103.0,40.2,87.0
8211,female,22,169.0,66.0,6.0,83.0,38.9,21.0
8212,male,33,210.0,117.0,25.0,112.0,40.7,196.0
8213,male,52,177.0,77.0,23.0,99.0,40.4,136.0
8214,female,48,159.0,62.0,21.0,100.0,40.5,122.0
8215,female,48,153.0,55.0,29.0,115.0,40.8,218.0
8216,male,78,183.0,83.0,10.0,93.0,40.0,64.0
8217,male,46,189.0,89.0,20.0,95.0,40.5,106.0
8218,female,77,172.0,74.0,15.0,96.0,40.3,86.0
8219,female,34,161.0,62.0,1.0,80.0,37.4,3.0
8220,female,42,153.0,58.0,3.0,78.0,38.6,10.0
8221,female,42,147.0,50.0,18.0,99.0,40.5,104.0
8222,female,28,160.0,60.0,16.0,94.0,40.0,77.0
8223,female,77,169.0,65.0,29.0,106.0,40.9,201.0
8224,male,36,192.0,98.0,24.0,105.0,40.8,156.0
8225,male,26,186.0,90.0,15.0,96.0,40.2,68.0
8226,male,74,189.0,96.0,27.0,110.0,41.1,245.0
8227,female,25,154.0,59.0,3.0,90.0,38.6,13.0
8228,female,41,155.0,55.0,17.0,92.0,40.5,84.0
8229,male,56,180.0,85.0,19.0,107.0,40.5,143.0
8230,female,55,167.0,65.0,25.0,105.0,40.5,161.0
8231,male,70,169.0,77.0,3.0,80.0,38.7,12.0
8232,female,29,141.0,48.0,13.0,82.0,39.7,49.0
8233,female,66,153.0,55.0,26.0,111.0,40.7,192.0
8234,male,49,180.0,83.0,21.0,94.0,40.6,108.0
8235,female,61,151.0,55.0,11.0,90.0,39.3,56.0
8236,female,35,178.0,72.0,13.0,91.0,40.1,58.0
8237,female,67,147.0,55.0,19.0,102.0,40.5,123.0
8238,male,49,190.0,97.0,4.0,88.0,39.1,18.0
8239,male,36,176.0,75.0,20.0,103.0,40.3,114.0
8240,female,75,155.0,61.0,21.0,107.0,40.6,148.0
8241,female,36,161.0,63.0,13.0,92.0,40.3,61.0
8242,female,60,151.0,54.0,7.0,84.0,39.7,31.0
8243,male,39,198.0,100.0,22.0,94.0,40.7,111.0
8244,female,20,150.0,49.0,6.0,89.0,39.2,26.0
8245,female,48,180.0,71.0,14.0,91.0,40.2,66.0
8246,female,57,170.0,72.0,26.0,103.0,40.3,160.0
8247,female,32,172.0,71.0,15.0,86.0,40.3,59.0
8248,female,63,160.0,57.0,8.0,90.0,39.4,41.0
8249,female,79,160.0,60.0,16.0,96.0,40.2,95.0
8250,female,29,170.0,68.0,8.0,87.0,39.7,32.0
8251,female,55,191.0,84.0,9.0,89.0,39.3,40.0
8252,male,31,177.0,78.0,19.0,95.0,40.6,82.0
8253,female,23,165.0,66.0,24.0,102.0,40.6,133.0
8254,female,49,175.0,70.0,17.0,101.0,40.5,99.0
8255,male,41,178.0,74.0,8.0,80.0,39.7,20.0
8256,female,37,151.0,51.0,30.0,115.0,40.9,221.0
8257,female,26,176.0,73.0,24.0,104.0,40.5,137.0
8258,male,50,174.0,76.0,25.0,107.0,40.9,175.0
8259,male,20,176.0,73.0,2.0,84.0,38.3,4.0
8260,female,77,178.0,73.0,9.0,84.0,39.8,40.0
8261,male,21,193.0,97.0,19.0,98.0,40.3,90.0
8262,female,22,174.0,73.0,20.0,103.0,40.4,110.0
8263,male,46,193.0,98.0,1.0,79.0,37.8,3.0
8264,female,29,172.0,71.0,4.0,86.0,38.8,15.0
8265,female,33,158.0,61.0,21.0,107.0,40.8,132.0
8266,female,28,164.0,59.0,9.0,90.0,39.5,40.0
8267,male,27,189.0,82.0,6.0,84.0,39.3,15.0
8268,male,54,189.0,89.0,15.0,99.0,40.2,94.0
8269,male,46,166.0,68.0,6.0,79.0,39.1,15.0
8270,female,33,156.0,60.0,23.0,101.0,40.8,131.0
8271,female,34,157.0,61.0,27.0,106.0,41.1,168.0
8272,female,24,157.0,56.0,11.0,95.0,40.0,54.0
8273,male,38,172.0,75.0,12.0,95.0,40.1,55.0
8274,female,69,166.0,64.0,24.0,107.0,41.0,166.0
8275,male,38,177.0,82.0,6.0,86.0,39.4,20.0
8276,male,68,187.0,91.0,16.0,98.0,40.3,110.0
8277,female,52,172.0,73.0,16.0,92.0,40.3,78.0
8278,male,29,190.0,93.0,11.0,92.0,39.7,45.0
8279,male,27,190.0,98.0,24.0,105.0,40.0,146.0
8280,female,26,169.0,61.0,6.0,87.0,39.3,24.0
8281,male,22,188.0,83.0,28.0,113.0,40.7,188.0
8282,male,27,185.0,85.0,9.0,86.0,39.6,26.0
8283,female,28,161.0,59.0,13.0,88.0,40.0,55.0
8284,female,73,153.0,56.0,9.0,84.0,39.7,42.0
8285,male,70,191.0,96.0,17.0,99.0,40.2,123.0
8286,male,52,184.0,85.0,6.0,89.0,39.2,28.0
8287,male,29,177.0,79.0,8.0,86.0,39.5,23.0
8288,male,33,191.0,96.0,6.0,91.0,39.1,25.0
8289,female,39,151.0,56.0,17.0,107.0,40.2,110.0
8290,female,61,167.0,63.0,10.0,93.0,39.9,53.0
8291,female,23,176.0,66.0,10.0,95.0,39.8,48.0
8292,male,71,182.0,91.0,9.0,92.0,39.7,55.0
8293,female,67,159.0,61.0,8.0,86.0,39.3,37.0
8294,female,54,177.0,75.0,10.0,91.0,39.7,48.0
8295,female,26,164.0,55.0,1.0,80.0,37.5,3.0
8296,female,39,158.0,54.0,26.0,94.0,40.7,133.0
8297,female,71,158.0,59.0,23.0,110.0,41.0,169.0
8298,female,78,165.0,66.0,20.0,107.0,40.6,141.0
8299,male,78,172.0,74.0,28.0,103.0,41.0,216.0
8300,male,49,203.0,102.0,17.0,93.0,40.4,92.0
8301,male,38,162.0,64.0,20.0,98.0,40.3,96.0
8302,female,65,166.0,67.0,13.0,96.0,40.2,73.0
8303,female,55,165.0,67.0,11.0,97.0,40.1,61.0
8304,male,33,194.0,101.0,7.0,76.0,39.8,14.0
8305,male,38,184.0,80.0,5.0,88.0,39.0,18.0
8306,male,53,175.0,73.0,14.0,94.0,40.0,72.0
8307,female,26,181.0,73.0,24.0,104.0,40.6,137.0
8308,male,27,206.0,106.0,13.0,89.0,40.1,50.0
8309,male,21,183.0,83.0,3.0,73.0,38.7,2.0
8310,male,30,206.0,106.0,6.0,92.0,39.2,27.0
8311,male,79,184.0,87.0,24.0,104.0,40.6,197.0
8312,male,20,182.0,81.0,3.0,89.0,38.4,9.0
8313,female,49,168.0,70.0,15.0,98.0,39.9,83.0
8314,male,71,175.0,82.0,18.0,89.0,40.4,98.0
8315,female,71,176.0,72.0,11.0,92.0,39.4,57.0
8316,female,24,169.0,62.0,14.0,98.0,40.3,72.0
8317,male,37,190.0,92.0,25.0,119.0,41.0,214.0
8318,male,32,191.0,95.0,3.0,79.0,38.5,7.0
8319,male,47,193.0,99.0,17.0,92.0,40.4,87.0
8320,female,30,148.0,46.0,29.0,111.0,40.8,200.0
8321,female,78,174.0,71.0,6.0,86.0,39.2,28.0
8322,male,37,190.0,88.0,13.0,97.0,39.8,67.0
8323,female,36,163.0,62.0,24.0,105.0,40.8,147.0
8324,male,49,189.0,88.0,21.0,92.0,40.4,104.0
8325,female,22,166.0,63.0,26.0,109.0,40.6,164.0
8326,female,50,165.0,61.0,12.0,91.0,40.4,59.0
8327,female,31,163.0,59.0,16.0,90.0,40.5,72.0
8328,female,76,138.0,45.0,23.0,95.0,40.7,138.0
8329,female,50,159.0,55.0,12.0,85.0,39.9,52.0
8330,female,26,157.0,54.0,19.0,97.0,40.6,99.0
8331,male,30,177.0,82.0,24.0,103.0,40.6,134.0
8332,male,25,190.0,91.0,24.0,116.0,40.5,180.0
8333,female,26,170.0,63.0,9.0,88.0,39.8,37.0
8334,male,25,206.0,111.0,3.0,91.0,38.8,12.0
8335,female,61,162.0,63.0,14.0,96.0,40.2,78.0
8336,male,67,184.0,88.0,26.0,106.0,41.0,207.0
8337,male,55,174.0,70.0,3.0,89.0,38.6,13.0
8338,female,26,160.0,54.0,26.0,113.0,40.9,180.0
8339,female,34,156.0,56.0,17.0,93.0,40.3,83.0
8340,female,33,161.0,60.0,8.0,95.0,39.5,40.0
8341,female,21,172.0,58.0,1.0,79.0,37.5,3.0
8342,female,62,174.0,70.0,10.0,97.0,39.6,56.0
8343,female,46,161.0,59.0,14.0,101.0,40.2,83.0
8344,female,67,169.0,72.0,18.0,103.0,40.7,114.0
8345,female,24,144.0,46.0,8.0,90.0,39.4,36.0
8346,female,79,153.0,56.0,22.0,98.0,40.7,137.0
8347,female,63,160.0,63.0,8.0,90.0,39.3,40.0
8348,male,52,203.0,104.0,7.0,91.0,39.4,37.0
8349,female,42,165.0,65.0,3.0,79.0,38.6,10.0
8350,female,59,169.0,65.0,25.0,112.0,40.6,181.0
8351,female,71,149.0,49.0,9.0,90.0,39.7,48.0
8352,female,31,161.0,67.0,4.0,79.0,38.7,13.0
8353,female,44,176.0,71.0,3.0,85.0,38.7,12.0
8354,female,20,173.0,70.0,16.0,92.0,40.4,70.0
8355,male,28,189.0,87.0,10.0,85.0,39.9,29.0
8356,female,48,150.0,53.0,17.0,93.0,40.4,88.0
8357,male,20,190.0,88.0,13.0,84.0,40.3,31.0
8358,female,35,173.0,73.0,26.0,101.0,40.8,144.0
8359,female,62,160.0,64.0,7.0,80.0,39.4,27.0
8360,female,35,178.0,69.0,15.0,89.0,40.2,65.0
8361,male,37,194.0,91.0,4.0,84.0,38.7,13.0
8362,male,23,185.0,89.0,27.0,109.0,40.7,170.0
8363,male,49,170.0,73.0,11.0,86.0,40.1,41.0
8364,female,63,167.0,64.0,22.0,105.0,40.7,145.0
8365,male,23,186.0,88.0,3.0,79.0,38.6,5.0
8366,female,36,177.0,80.0,8.0,95.0,39.7,39.0
8367,male,21,177.0,82.0,25.0,108.0,40.9,147.0
8368,female,56,148.0,52.0,17.0,99.0,40.0,102.0
8369,male,23,180.0,78.0,6.0,83.0,39.5,13.0
8370,male,59,190.0,90.0,27.0,100.0,40.6,181.0
8371,female,53,173.0,74.0,28.0,104.0,40.8,173.0
8372,male,46,173.0,81.0,13.0,88.0,40.2,53.0
8373,female,40,158.0,59.0,10.0,89.0,40.0,45.0
8374,female,44,196.0,94.0,15.0,90.0,40.3,63.0
8375,male,35,172.0,75.0,22.0,98.0,40.9,108.0
8376,male,59,191.0,97.0,9.0,86.0,39.7,43.0
8377,male,77,182.0,85.0,6.0,80.0,39.2,27.0
8378,female,74,163.0,62.0,23.0,102.0,40.8,149.0
8379,male,42,173.0,74.0,16.0,97.0,40.3,81.0
8380,female,34,164.0,67.0,3.0,82.0,38.8,11.0
8381,female,51,165.0,63.0,17.0,95.0,40.2,90.0
8382,female,41,148.0,53.0,29.0,111.0,40.9,203.0
8383,female,38,153.0,52.0,19.0,100.0,40.4,110.0
8384,female,28,163.0,65.0,8.0,87.0,39.2,32.0
8385,male,51,175.0,77.0,18.0,96.0,40.5,98.0
8386,male,24,171.0,77.0,5.0,86.0,39.1,13.0
8387,male,75,191.0,93.0,24.0,103.0,40.6,192.0
8388,female,29,169.0,71.0,1.0,84.0,38.0,4.0
8389,female,55,145.0,55.0,15.0,101.0,40.1,92.0
8390,female,25,161.0,59.0,30.0,103.0,40.8,173.0
8391,female,70,167.0,64.0,22.0,97.0,40.4,129.0
8392,female,30,170.0,64.0,6.0,86.0,39.0,24.0
8393,male,55,195.0,106.0,10.0,91.0,40.0,55.0
8394,male,20,179.0,79.0,28.0,107.0,40.9,158.0
8395,female,25,162.0,69.0,28.0,101.0,41.2,152.0
8396,female,39,160.0,56.0,16.0,94.0,40.4,81.0
8397,male,39,189.0,88.0,9.0,83.0,39.8,28.0
8398,male,29,167.0,71.0,2.0,77.0,37.9,3.0
8399,female,26,159.0,55.0,15.0,96.0,40.1,76.0
8400,female,37,170.0,65.0,2.0,79.0,38.3,7.0
8401,female,30,163.0,64.0,25.0,98.0,40.6,131.0
8402,female,21,165.0,60.0,28.0,105.0,40.4,165.0
8403,male,48,187.0,86.0,27.0,106.0,41.1,189.0
8404,male,37,181.0,76.0,5.0,79.0,39.6,11.0
8405,female,22,154.0,53.0,22.0,106.0,40.5,135.0
8406,male,45,174.0,83.0,27.0,94.0,40.9,134.0
8407,female,70,164.0,67.0,5.0,81.0,39.1,21.0
8408,female,65,169.0,65.0,30.0,105.0,40.8,198.0
8409,male,25,182.0,77.0,20.0,102.0,40.2,102.0
8410,female,56,183.0,80.0,20.0,102.0,40.8,118.0
8411,female,39,191.0,80.0,15.0,93.0,40.1,70.0
8412,female,66,160.0,55.0,10.0,81.0,39.9,42.0
8413,female,33,167.0,67.0,17.0,99.0,40.0,91.0
8414,male,62,176.0,84.0,20.0,99.0,40.3,131.0
8415,male,35,179.0,86.0,25.0,109.0,40.9,170.0
8416,male,52,197.0,99.0,3.0,80.0,38.6,11.0
8417,male,78,175.0,78.0,4.0,84.0,38.7,20.0
8418,male,72,177.0,80.0,7.0,82.0,39.2,31.0
8419,male,27,171.0,73.0,17.0,102.0,40.2,87.0
8420,female,44,167.0,67.0,21.0,97.0,40.3,112.0
8421,female,30,169.0,61.0,3.0,86.0,38.9,12.0
8422,female,64,167.0,67.0,14.0,87.0,40.3,65.0
8423,female,30,169.0,64.0,18.0,97.0,39.9,93.0
8424,female,53,165.0,63.0,12.0,93.0,40.0,62.0
8425,male,54,177.0,78.0,26.0,109.0,41.2,196.0
8426,female,51,151.0,58.0,5.0,83.0,38.9,21.0
8427,female,23,159.0,59.0,8.0,91.0,39.9,36.0
8428,male,45,190.0,94.0,10.0,84.0,39.7,37.0
8429,female,64,161.0,61.0,7.0,89.0,39.4,35.0
8430,female,61,174.0,73.0,25.0,117.0,40.6,193.0
8431,female,54,145.0,46.0,5.0,82.0,39.0,21.0
8432,female,20,166.0,58.0,8.0,88.0,39.9,33.0
8433,female,52,159.0,65.0,7.0,93.0,39.1,36.0
8434,female,36,173.0,68.0,27.0,108.0,40.8,172.0
8435,male,45,179.0,78.0,24.0,114.0,40.6,189.0
8436,male,52,185.0,79.0,26.0,106.0,41.0,183.0
8437,female,67,160.0,61.0,5.0,79.0,38.9,20.0
8438,female,33,179.0,82.0,10.0,91.0,39.7,43.0
8439,male,35,203.0,109.0,12.0,94.0,40.1,61.0
8440,male,37,195.0,97.0,18.0,97.0,40.4,96.0
8441,female,78,166.0,65.0,12.0,94.0,39.9,68.0
8442,female,25,167.0,60.0,4.0,92.0,39.0,18.0
8443,female,58,159.0,52.0,16.0,96.0,40.5,91.0
8444,male,23,184.0,82.0,17.0,87.0,40.4,48.0
8445,male,63,199.0,105.0,2.0,74.0,38.5,7.0
8446,male,56,185.0,85.0,19.0,95.0,40.4,108.0
8447,male,50,183.0,89.0,23.0,96.0,40.4,130.0
8448,female,32,160.0,54.0,2.0,87.0,38.3,8.0
8449,female,28,155.0,54.0,11.0,87.0,40.2,46.0
8450,female,20,156.0,53.0,28.0,102.0,41.0,158.0
8451,male,20,189.0,89.0,6.0,82.0,39.4,12.0
8452,female,73,157.0,62.0,11.0,98.0,40.2,66.0
8453,male,37,189.0,88.0,5.0,88.0,38.9,19.0
8454,female,59,157.0,57.0,26.0,101.0,40.6,161.0
8455,female,54,161.0,64.0,21.0,95.0,40.7,112.0
8456,female,27,156.0,62.0,19.0,103.0,40.3,109.0
8457,male,51,172.0,72.0,14.0,102.0,40.5,87.0
8458,male,28,183.0,87.0,15.0,100.0,40.3,77.0
8459,female,70,162.0,63.0,27.0,98.0,41.0,161.0
8460,male,20,192.0,87.0,3.0,89.0,38.7,9.0
8461,female,71,164.0,64.0,14.0,94.0,40.4,78.0
8462,male,24,178.0,82.0,12.0,94.0,40.1,47.0
8463,female,36,171.0,64.0,9.0,90.0,39.8,41.0
8464,female,33,175.0,70.0,21.0,104.0,40.6,123.0
8465,female,30,159.0,53.0,10.0,95.0,39.7,51.0
8466,female,23,166.0,68.0,4.0,77.0,39.0,11.0
8467,female,38,162.0,62.0,20.0,94.0,40.3,100.0
8468,male,29,189.0,94.0,6.0,95.0,39.3,28.0
8469,female,36,176.0,74.0,23.0,108.0,40.8,145.0
8470,male,74,177.0,81.0,28.0,112.0,40.9,253.0
8471,female,66,172.0,71.0,25.0,99.0,41.0,147.0
8472,female,37,149.0,51.0,6.0,93.0,39.3,30.0
8473,female,66,154.0,56.0,23.0,106.0,40.8,158.0
8474,male,51,185.0,94.0,24.0,96.0,40.7,139.0
8475,female,40,172.0,69.0,5.0,89.0,39.0,22.0
8476,female,26,158.0,55.0,19.0,98.0,40.1,101.0
8477,female,29,182.0,76.0,5.0,86.0,39.1,19.0
8478,female,25,161.0,60.0,2.0,78.0,38.4,6.0
8479,female,28,163.0,62.0,19.0,93.0,40.4,89.0
8480,male,51,178.0,88.0,12.0,92.0,40.2,61.0
8481,male,31,191.0,93.0,14.0,94.0,40.1,63.0
8482,female,36,181.0,76.0,4.0,77.0,39.1,12.0
8483,male,65,192.0,91.0,23.0,108.0,40.7,189.0
8484,female,74,175.0,75.0,13.0,87.0,40.1,61.0
8485,female,36,156.0,57.0,13.0,98.0,40.3,71.0
8486,female,21,160.0,56.0,9.0,86.0,39.9,35.0
8487,female,42,172.0,69.0,30.0,108.0,41.0,194.0
8488,male,41,184.0,91.0,23.0,113.0,40.4,180.0
8489,female,29,157.0,53.0,2.0,84.0,38.3,8.0
8490,male,24,177.0,79.0,28.0,104.0,40.7,151.0
8491,female,41,158.0,59.0,20.0,98.0,40.6,110.0
8492,male,44,183.0,88.0,8.0,88.0,39.5,33.0
8493,male,66,197.0,101.0,7.0,81.0,39.3,31.0
8494,female,74,162.0,63.0,3.0,84.0,39.2,14.0
8495,male,54,201.0,109.0,27.0,106.0,40.9,210.0
8496,male,20,179.0,78.0,4.0,85.0,38.6,9.0
8497,male,56,200.0,101.0,28.0,112.0,40.9,241.0
8498,female,64,158.0,57.0,4.0,83.0,38.7,17.0
8499,female,31,147.0,48.0,17.0,91.0,40.5,81.0
8500,female,29,178.0,68.0,5.0,77.0,39.2,15.0
8501,female,28,154.0,54.0,14.0,93.0,40.2,67.0
8502,male,29,182.0,84.0,19.0,101.0,40.4,100.0
8503,female,56,170.0,76.0,7.0,87.0,39.3,31.0
8504,male,78,193.0,94.0,17.0,97.0,40.3,123.0
8505,female,35,153.0,57.0,29.0,114.0,40.8,207.0
8506,female,60,170.0,71.0,3.0,82.0,38.1,12.0
8507,female,23,171.0,67.0,25.0,112.0,40.5,165.0
8508,male,25,191.0,85.0,25.0,105.0,40.7,143.0
8509,female,54,170.0,70.0,6.0,84.0,39.2,25.0
8510,female,32,168.0,64.0,18.0,96.0,40.5,91.0
8511,male,52,172.0,82.0,29.0,111.0,40.9,228.0
8512,female,42,157.0,55.0,14.0,91.0,40.6,68.0
8513,male,38,179.0,86.0,15.0,108.0,40.3,102.0
8514,female,53,155.0,55.0,24.0,103.0,40.6,152.0
8515,female,43,161.0,63.0,19.0,101.0,40.3,110.0
8516,female,25,184.0,82.0,20.0,93.0,40.8,88.0
8517,male,64,188.0,93.0,18.0,102.0,40.2,132.0
8518,female,46,163.0,60.0,11.0,93.0,39.9,56.0
8519,female,21,176.0,68.0,21.0,105.0,39.9,121.0
8520,male,65,199.0,99.0,26.0,107.0,40.8,214.0
8521,male,23,173.0,74.0,24.0,93.0,40.6,85.0
8522,male,37,176.0,83.0,3.0,88.0,38.6,11.0
8523,female,31,145.0,52.0,9.0,84.0,39.8,35.0
8524,female,38,144.0,48.0,17.0,98.0,40.1,95.0
8525,male,58,175.0,80.0,14.0,93.0,40.1,75.0
8526,male,53,177.0,80.0,15.0,98.0,40.0,88.0
8527,male,71,210.0,121.0,25.0,111.0,40.6,240.0
8528,female,26,160.0,58.0,14.0,95.0,39.9,69.0
8529,male,48,173.0,75.0,14.0,93.0,40.2,67.0
8530,female,56,155.0,60.0,3.0,84.0,38.7,13.0
8531,female,35,173.0,68.0,29.0,108.0,40.4,184.0
8532,male,43,173.0,74.0,12.0,89.0,39.9,47.0
8533,male,28,190.0,93.0,10.0,84.0,39.6,29.0
8534,male,35,189.0,97.0,10.0,102.0,40.2,60.0
8535,male,35,198.0,95.0,13.0,99.0,40.3,71.0
8536,male,76,211.0,116.0,25.0,110.0,40.8,240.0
8537,male,39,187.0,94.0,3.0,84.0,38.6,10.0
8538,male,29,182.0,81.0,18.0,99.0,40.7,88.0
8539,male,26,196.0,96.0,13.0,89.0,40.3,47.0
8540,male,22,191.0,91.0,28.0,120.0,40.9,223.0
8541,male,46,190.0,99.0,3.0,85.0,38.7,12.0
8542,male,34,188.0,83.0,14.0,93.0,40.2,60.0
8543,male,25,187.0,79.0,4.0,85.0,38.9,10.0
8544,female,32,165.0,63.0,21.0,104.0,40.5,125.0
8545,female,27,150.0,57.0,29.0,99.0,40.9,157.0
8546,male,22,183.0,85.0,10.0,89.0,39.9,31.0
8547,female,45,164.0,58.0,16.0,103.0,40.3,98.0
8548,male,21,186.0,88.0,20.0,110.0,40.3,127.0
8549,male,21,186.0,89.0,26.0,106.0,40.7,149.0
8550,female,24,159.0,62.0,24.0,109.0,40.7,152.0
8551,male,20,180.0,77.0,16.0,95.0,40.2,61.0
8552,female,59,173.0,68.0,29.0,111.0,41.0,206.0
8553,male,29,179.0,79.0,18.0,96.0,40.6,79.0
8554,male,32,189.0,93.0,8.0,84.0,39.3,24.0
8555,female,73,183.0,79.0,15.0,91.0,40.0,76.0
8556,female,47,179.0,78.0,8.0,86.0,39.4,33.0
8557,female,39,175.0,70.0,29.0,110.0,41.1,192.0
8558,male,71,185.0,92.0,29.0,113.0,40.6,269.0
8559,male,22,175.0,77.0,2.0,79.0,38.4,3.0
8560,male,47,187.0,87.0,16.0,103.0,40.2,104.0
8561,male,25,180.0,81.0,7.0,84.0,39.5,17.0
8562,male,65,161.0,68.0,29.0,102.0,40.8,198.0
8563,male,69,183.0,87.0,27.0,112.0,41.0,241.0
8564,male,30,179.0,85.0,28.0,110.0,40.6,188.0
8565,female,54,163.0,65.0,3.0,80.0,38.8,11.0
8566,female,67,156.0,55.0,28.0,115.0,40.8,220.0
8567,female,30,173.0,67.0,3.0,83.0,38.6,11.0
8568,male,69,188.0,89.0,6.0,88.0,39.4,32.0
8569,female,34,168.0,66.0,17.0,100.0,40.5,94.0
8570,female,47,161.0,67.0,25.0,103.0,40.5,151.0
8571,female,25,167.0,62.0,29.0,97.0,40.8,147.0
8572,male,49,170.0,70.0,13.0,95.0,40.3,65.0
8573,female,22,148.0,48.0,29.0,106.0,40.9,179.0
8574,female,36,153.0,57.0,28.0,113.0,41.0,198.0
8575,male,30,202.0,109.0,26.0,102.0,40.5,156.0
8576,female,20,157.0,57.0,6.0,82.0,39.1,21.0
